id,order_id,product_id,quantity,price,created_at,updated_at
71,5401,1890,81931,743932111,2020-08-10 07:12:59.142607,2025-01-01 22:50:33.445753
72,4925,4119,75571,235397192,2020-07-09 12:45:55.062973,2025-01-19 21:39:07.589373
73,8902,5390,20111,182604484,2022-04-08 07:46:25.306263,2025-01-20 22:02:12.133633
74,7820,3803,8978,19082696,2023-08-14 20:19:38.044496,2025-01-06 02:33:16.291957
75,579,5898,91601,125432165,2023-04-24 09:15:41.938659,2025-02-03 09:32:58.940099
76,1774,3667,3997,289723703,2022-04-29 23:52:24.183425,2025-01-29 18:27:03.082781
77,9096,1070,87589,212324565,2024-11-28 13:51:10.663866,2025-01-30 12:21:15.246201
78,5725,2807,30933,390159069,2021-11-23 01:04:23.991041,2025-01-06 04:39:14.646707
79,1292,1690,94289,991783425,2023-06-19 15:56:44.596527,2025-02-01 14:45:50.958851
80,9345,5116,55122,75580129,2021-06-22 07:11:56.218041,2025-01-13 08:19:10.143716
81,1538,5041,81440,81938771,2022-03-15 00:58:48.433339,2025-01-28 14:57:05.593025
82,6352,2372,83108,392630600,2021-02-22 09:53:27.624199,2025-01-09 00:25:03.878748
83,3059,2117,89503,627715717,2022-04-11 14:30:47.634644,2025-02-03 07:01:22.203718
84,5846,2349,73979,166294842,2021-12-10 18:59:01.612444,2025-01-12 19:26:11.877586
85,189,798,66742,784961665,2022-08-13 09:21:52.748421,2025-01-29 18:09:12.940052
86,1417,9858,15824,471350937,2021-04-02 05:33:23.109065,2025-02-02 11:20:49.001760
87,7196,5331,67567,528740934,2024-08-11 18:57:44.013394,2025-01-24 06:34:56.930878
88,6338,8647,43092,736919101,2022-12-23 08:14:35.581474,2025-01-13 06:58:50.284842
89,5830,4081,3913,697976264,2021-12-22 13:07:28.729552,2025-01-13 05:29:59.646266
90,6054,5964,1305,699715197,2024-03-27 11:58:34.476448,2025-01-10 12:29:26.823175
91,7338,8574,1624,473567058,2023-07-07 14:43:08.873542,2025-01-29 21:26:48.388247
92,6234,9637,23485,274534457,2023-03-19 22:52:28.976458,2025-01-15 16:48:24.200360
93,9493,1582,35736,223286581,2024-02-06 18:50:58.321313,2025-01-21 19:46:06.650635
94,4034,1863,18504,737263099,2024-04-15 01:27:45.737567,2025-02-02 21:32:56.396037
95,6331,3789,73867,490029007,2020-11-23 05:45:40.996496,2025-01-26 03:55:40.762292
96,6899,8005,18424,591947003,2024-11-04 10:49:06.763855,2025-01-09 10:58:41.881824
97,4099,2185,88488,463275233,2023-07-08 18:18:01.005689,2025-01-06 19:28:36.347671
98,2105,2002,96913,443452353,2020-01-16 21:06:54.239611,2025-01-18 05:03:17.743294
99,858,6629,62556,656387091,2023-04-30 01:35:13.710506,2025-01-28 10:08:04.230552
100,9209,8053,18347,554984755,2020-07-18 23:05:05.321455,2025-01-06 06:41:17.249185
101,2629,6273,31402,921680469,2020-11-30 09:47:56.184048,2025-02-01 02:00:03.758151
102,1340,4178,38987,913824894,2024-11-19 22:43:49.380849,2025-02-02 11:47:24.434395
103,3531,10365,90515,789231849,2021-11-24 05:46:18.098101,2025-01-26 07:06:09.598380
104,5251,5996,25280,675911304,2023-11-16 18:37:20.655843,2025-01-14 22:37:29.471611
105,6201,5421,30299,334952818,2020-09-02 17:09:14.051574,2025-01-07 03:50:49.457350
106,9181,7218,59861,159269286,2022-06-17 13:38:24.392039,2025-01-23 18:45:55.348650
107,2899,4886,28524,488300736,2022-08-27 23:06:55.336481,2025-01-01 14:53:37.622121
108,1817,5040,91659,416646606,2022-07-21 09:22:53.335645,2025-01-25 04:02:28.687342
109,4678,1361,69070,108064621,2024-07-22 05:30:36.391533,2025-01-24 03:20:38.292776
110,1569,5799,56767,572745505,2023-09-16 05:50:39.570300,2025-01-10 21:20:45.873950
111,7268,3067,80318,799334126,2020-11-14 16:09:05.935577,2025-01-05 00:33:25.129770
112,9566,6436,55952,501820947,2021-06-14 16:02:34.258544,2025-01-13 17:03:58.715585
113,1748,3700,40898,32154557,2023-10-26 16:08:03.193481,2025-01-31 02:09:07.877649
114,3616,8310,96469,33211241,2021-11-18 04:41:52.640290,2025-01-12 17:31:59.320070
115,2076,1827,94082,63201642,2024-01-11 05:22:45.924898,2025-01-01 05:09:50.737951
116,4914,7200,73838,212357732,2024-10-21 04:15:53.108043,2025-01-10 08:41:51.501306
117,7158,8828,75333,509283981,2022-07-27 18:30:36.035135,2025-01-28 06:50:08.716065
118,1330,4509,7254,277978444,2024-09-16 13:07:42.169896,2025-01-09 14:58:04.444241
119,9560,1930,88013,276101818,2023-12-09 20:15:12.972513,2025-01-27 02:48:40.199549
120,7912,911,60629,983462518,2022-09-24 23:03:29.579322,2025-02-03 02:20:44.172186
121,4638,1031,99845,386139896,2022-03-26 23:45:05.768051,2025-02-02 01:34:18.497588
122,3024,3633,14110,117094408,2023-02-03 00:03:48.040591,2025-01-01 03:14:53.005655
123,9303,4272,23303,911999206,2024-01-03 09:27:22.789389,2025-01-14 09:20:09.724009
124,1196,1719,68313,359117483,2023-03-02 01:07:33.537190,2025-01-13 10:20:07.354386
125,4519,6119,34360,724839974,2023-09-29 21:39:54.951580,2025-01-20 14:32:39.854725
126,2821,2845,51400,407526145,2020-05-15 11:55:41.132420,2025-01-05 10:56:26.702872
127,5437,3053,42923,216075775,2020-10-04 02:47:19.676048,2025-01-08 09:54:11.311516
128,9632,10221,47288,452805023,2023-07-13 08:53:03.084188,2025-02-01 12:32:51.221323
129,5658,6897,10531,883039126,2020-06-11 15:35:46.822309,2025-01-07 03:25:03.380061
130,6924,8200,3741,976077253,2021-04-10 06:34:21.499459,2025-01-13 15:20:11.218085
131,8190,177,27498,875924382,2023-01-03 09:21:23.255730,2025-01-21 06:35:18.506191
132,2714,762,49044,695631171,2020-08-02 13:26:15.600470,2025-01-31 04:30:29.234257
133,2897,5949,33006,384023644,2020-09-11 11:54:25.737418,2025-02-02 20:37:48.714090
134,2867,2697,58670,954017967,2024-10-07 16:03:39.391613,2025-01-09 09:52:13.881104
135,446,738,8851,943912699,2023-03-08 07:24:42.987966,2025-01-25 06:36:10.664558
136,2953,7736,72562,689448859,2022-04-06 09:57:26.943656,2025-01-25 20:37:52.580816
137,4166,6535,49038,198613955,2024-02-26 10:05:08.788912,2025-01-22 01:51:38.517023
138,1256,888,67801,152930612,2024-08-24 05:17:11.251882,2025-01-04 14:49:57.392131
139,3206,7722,55305,131026764,2023-10-27 11:09:52.516884,2025-01-30 01:40:40.552663
140,2862,3887,28596,991073286,2024-12-11 13:34:33.053057,2025-01-11 09:43:04.033929
141,4745,6388,65286,161727967,2020-05-25 07:25:26.172059,2025-01-10 10:27:13.051858
142,1519,914,41150,619858292,2020-04-09 19:53:18.555899,2025-01-02 20:21:51.165581
143,5185,5047,22250,289029676,2021-10-24 19:02:00.865381,2025-01-24 22:56:23.977748
144,6971,5686,82224,19965973,2024-08-04 17:29:18.820640,2025-01-07 11:20:06.890671
145,4000,6990,97302,969240416,2024-03-29 09:35:14.355529,2025-01-22 03:09:25.580850
146,967,4521,7836,319718458,2023-03-11 07:58:52.926950,2025-01-04 09:44:19.719091
147,2779,92,85620,288124181,2022-08-10 13:44:13.485973,2025-01-13 04:57:42.088688
148,882,1535,33338,738554514,2022-04-15 01:32:12.381876,2025-01-31 03:07:44.618791
149,2180,7790,20323,813657786,2024-10-15 19:51:15.444100,2025-01-03 04:29:39.811300
150,5426,4624,94569,512400796,2024-06-15 08:34:59.407267,2025-01-09 09:05:44.831332
151,4385,1161,77671,87983367,2025-02-04 06:12:45.942094,2025-01-15 05:49:24.132962
152,1241,2189,81888,26167622,2021-11-19 18:45:55.648968,2025-01-16 01:47:17.892705
153,8018,5982,36984,321443190,2022-08-17 17:10:24.974190,2025-01-06 00:02:32.133587
154,139,5044,40947,825955406,2022-10-03 03:40:24.253622,2025-01-05 06:29:37.651325
155,3499,2624,45144,456600899,2023-03-06 11:17:17.556032,2025-01-05 05:24:08.532111
156,2782,9108,83905,399788456,2025-01-25 05:04:08.823326,2025-01-30 20:21:54.969352
157,5772,5309,39379,82222494,2022-11-14 03:54:53.332282,2025-01-02 17:21:54.400790
158,2727,9048,70497,829752423,2022-03-29 12:55:56.175957,2025-01-31 13:14:02.330815
159,153,2154,40581,203242599,2020-08-14 20:45:20.866987,2025-01-30 00:36:41.451894
160,7272,8201,99537,32817467,2021-03-06 21:19:39.572771,2025-01-02 09:17:10.476165
161,6490,6385,82123,120138602,2023-06-17 09:13:57.974056,2025-01-28 13:26:47.238728
162,2718,1340,25501,60612223,2024-12-28 02:42:21.054393,2025-01-04 17:08:32.351541
163,9289,7035,1340,702516327,2021-03-19 11:28:45.065064,2025-01-10 15:33:21.564462
164,3448,3970,13653,297475257,2021-11-01 22:03:44.577478,2025-01-15 10:44:15.975688
165,9224,3460,4023,934280628,2021-07-11 16:11:10.658126,2025-01-18 11:15:28.303598
166,2987,8259,74022,871031510,2022-12-08 19:34:15.933259,2025-01-17 10:10:24.570894
167,9383,3948,41101,353111581,2021-05-15 20:49:07.257831,2025-01-18 14:12:55.388066
168,1592,6483,41855,482655140,2023-07-08 15:03:34.017221,2025-01-26 02:14:32.085833
169,5754,9294,70286,727060011,2022-11-25 19:09:15.450545,2025-01-15 04:06:56.311338
170,6284,5068,54723,780861614,2020-02-04 06:03:59.936831,2025-01-09 12:15:13.900749
171,6815,10434,74206,593729019,2022-04-15 23:07:17.139467,2025-01-12 10:24:30.337844
172,5782,2579,31111,245815207,2024-06-19 15:13:37.446421,2025-01-13 10:10:36.244962
173,7566,8659,72796,429006307,2021-10-28 05:59:34.351269,2025-01-09 13:44:33.872293
174,9857,2373,37244,133613493,2020-06-29 15:34:47.644690,2025-02-03 06:40:18.709459
175,1787,3829,75818,168877843,2022-04-06 04:06:55.540938,2025-01-13 11:05:06.114021
176,5046,44,12140,486967844,2020-10-20 11:53:02.583874,2025-01-18 19:17:15.988007
177,9612,10350,83136,209108035,2021-04-26 08:11:44.490192,2025-01-23 15:03:51.388552
178,5193,642,26288,165107523,2024-02-14 10:52:51.514961,2025-01-29 06:57:29.356661
179,23,9606,95285,849681849,2023-04-16 10:10:29.622303,2025-01-31 19:48:26.046353
180,2002,6043,73402,628414866,2020-05-20 06:58:08.728762,2025-01-20 19:39:23.367569
181,777,691,99699,568289630,2023-02-02 03:49:01.171165,2025-01-21 04:56:56.023679
182,6206,5491,6103,910107157,2023-10-24 15:43:42.370667,2025-01-20 11:10:59.759381
183,9880,279,68499,935690253,2021-06-03 19:06:49.136259,2025-01-05 02:19:06.986920
184,5604,7678,19328,23455702,2024-05-30 20:35:11.994065,2025-01-06 17:35:03.234760
185,6015,5434,25804,533129863,2024-02-15 12:10:54.674205,2025-01-12 18:49:18.682044
186,8566,5708,61750,703615417,2023-02-12 22:47:34.162450,2025-01-05 23:10:37.350388
187,8859,5523,10168,945724246,2021-09-23 03:11:47.008621,2025-01-02 08:42:32.494756
188,5717,890,52811,206660835,2022-05-19 14:35:13.221190,2025-01-03 08:41:14.172116
189,8601,9874,28305,61648993,2023-03-01 10:16:46.007266,2025-01-29 01:03:18.384139
190,5035,2877,13583,312809234,2023-07-18 01:52:23.633958,2025-01-30 03:26:57.936726
191,2602,3072,27962,653844278,2020-01-10 21:50:01.321110,2025-01-26 21:37:20.604905
192,3062,5017,23363,31387749,2024-08-06 13:37:30.260166,2025-01-04 14:27:42.156935
193,5024,580,95300,785799952,2020-12-08 11:59:10.364328,2025-01-12 03:51:37.101800
194,4715,221,35278,706132172,2023-01-15 11:22:26.308740,2025-01-03 08:24:43.376500
195,4132,6562,18519,69982709,2024-08-16 22:59:23.587435,2025-01-28 09:54:16.337720
196,1112,8453,34655,109572931,2024-10-06 02:35:26.585394,2025-01-18 21:17:42.285141
197,218,7769,92107,879292905,2020-10-05 02:45:43.549636,2025-01-05 21:17:20.992063
198,8908,8473,77372,543730746,2024-07-30 10:11:53.649698,2025-01-22 01:12:37.938856
199,903,8894,43373,275480805,2020-09-12 18:26:27.077065,2025-01-01 21:07:34.094447
200,4390,7707,54260,831526220,2021-10-17 10:53:01.488103,2025-01-19 05:08:37.018752
201,5585,3988,72233,510548994,2021-11-16 16:04:57.071572,2025-01-11 17:37:57.249739
202,3434,8385,55932,44909060,2021-04-11 20:36:28.535502,2025-01-18 08:38:35.985861
203,2376,7310,82291,125001116,2024-12-11 22:07:20.990714,2025-01-10 08:09:59.480313
204,3874,9599,16293,437724231,2023-04-08 16:19:02.235522,2025-01-03 21:49:11.881241
205,4541,10469,15180,1782513,2022-08-17 11:59:37.868582,2025-01-31 04:25:07.419782
206,2851,5532,40113,343251324,2024-11-10 08:00:08.146058,2025-02-03 19:03:04.371370
207,2841,702,81641,337096961,2020-04-19 15:05:23.461860,2025-01-16 00:43:42.281170
208,4,4007,97804,223467429,2022-07-09 06:35:56.208924,2025-01-18 20:37:57.168715
209,9312,113,60371,14979379,2020-11-17 21:54:49.909106,2025-01-24 04:12:40.301036
210,7593,1051,37652,924376970,2021-04-15 02:47:24.413608,2025-01-31 17:38:31.913129
211,8239,4357,14538,916889685,2021-05-15 08:02:36.012586,2025-01-21 22:51:54.489676
212,5545,2538,4300,179091050,2020-12-09 08:00:19.938661,2025-01-01 20:25:20.891167
213,2565,6771,81124,366419745,2024-07-28 22:32:52.723497,2025-01-20 07:34:07.429612
214,7258,1084,85158,114769592,2024-04-04 18:04:34.500754,2025-01-27 13:56:55.320211
215,2438,210,36381,14816729,2024-06-28 03:14:33.363437,2025-01-13 03:08:38.498698
216,4953,2419,28184,19483685,2022-03-22 13:56:47.558450,2025-01-16 05:45:45.761443
217,4746,5897,25606,99966373,2020-05-24 17:10:00.383153,2025-01-05 22:46:51.274342
218,9500,2803,8745,667688437,2024-11-30 11:34:30.234447,2025-02-04 04:29:36.498358
219,9153,5771,95640,948296512,2021-04-01 10:44:03.659025,2025-01-19 11:50:31.781430
220,3525,5101,73630,760039275,2020-04-21 09:22:40.423586,2025-01-23 02:55:05.609335
221,5419,2753,14324,941600202,2020-01-27 19:58:39.429451,2025-01-23 22:45:21.723689
222,9908,10256,22266,743521656,2024-04-01 06:06:10.624580,2025-02-03 07:52:38.979418
223,3492,5043,6309,997438680,2022-08-14 20:03:37.733391,2025-01-11 13:20:18.050528
224,6058,6487,99663,104788699,2023-12-21 19:42:09.514178,2025-01-10 11:56:12.959910
225,9788,7831,17772,949692921,2023-07-22 07:50:06.984998,2025-01-21 01:26:33.450516
226,158,6686,15792,884504590,2022-07-30 12:23:41.525176,2025-01-02 11:02:47.900695
227,3895,6635,61974,797454317,2021-07-23 10:24:39.036402,2025-01-20 18:50:01.566419
228,8475,10283,47586,631248791,2024-06-30 16:40:12.230592,2025-01-06 13:45:44.994163
229,1774,4496,65670,733175753,2024-11-18 02:56:15.112377,2025-01-03 04:09:28.974524
230,1300,7704,14417,460990967,2022-06-14 01:42:44.822072,2025-01-23 07:13:59.138327
231,4630,8541,76264,141516002,2024-02-05 06:38:10.302625,2025-01-21 04:44:45.834818
232,7572,6426,90702,166023409,2021-10-23 12:55:36.253574,2025-01-25 08:44:01.290931
233,8881,1327,97656,669957609,2022-07-30 17:27:40.174208,2025-01-23 06:14:50.360504
234,3200,5210,73285,183443890,2022-01-06 09:59:38.611898,2025-01-26 15:51:29.302154
235,5316,9331,71232,761178281,2024-09-17 09:37:18.272629,2025-01-04 21:59:16.891437
236,5766,3551,95188,554888358,2023-01-09 05:27:39.440759,2025-01-20 08:20:00.342525
237,5519,8420,26757,60943950,2022-07-01 07:40:51.935984,2025-01-28 04:09:39.313928
238,3060,8017,62113,805179750,2020-07-27 01:13:08.836737,2025-01-22 06:30:37.430802
239,9902,2133,48359,320683593,2020-01-18 06:11:43.628323,2025-01-13 17:40:11.052426
240,9004,8941,44906,497944848,2021-08-29 12:25:20.907556,2025-01-24 10:20:03.359580
241,9991,8782,93624,247628342,2023-09-29 15:49:03.830317,2025-01-27 08:13:57.367684
242,1998,1180,80849,186507806,2024-09-14 22:57:53.212542,2025-01-17 09:11:55.505320
243,5432,5506,65773,980099911,2021-01-26 21:02:46.184232,2025-01-04 20:57:04.383565
244,7140,6808,57073,903476768,2022-11-27 23:17:03.525944,2025-01-03 22:21:08.568727
245,4469,1015,63975,108347231,2020-04-20 19:45:16.008419,2025-01-20 06:21:09.085328
246,4136,10385,52679,795767353,2024-08-22 17:44:07.519941,2025-01-27 05:02:00.482244
247,3878,336,83558,453756133,2024-02-03 13:15:06.721154,2025-01-11 00:28:36.919801
248,3922,61,47333,324760518,2023-06-06 08:18:59.870874,2025-02-02 23:30:46.017239
249,2745,247,71269,287019972,2022-02-03 00:04:23.963429,2025-01-06 23:37:12.899001
250,9482,3538,79446,309229746,2024-09-07 03:21:24.892155,2025-01-01 17:40:52.817678
251,9384,6294,50296,723932939,2021-03-17 14:01:13.296362,2025-01-19 13:11:49.142158
252,9603,4411,7672,104948823,2022-07-07 23:19:50.786548,2025-01-26 03:12:32.167502
253,865,786,8870,908972603,2021-12-17 07:03:33.225313,2025-01-18 21:04:59.474681
254,51,7856,78845,282168246,2020-01-24 15:30:13.059292,2025-02-01 04:48:21.661367
255,6627,9113,91616,362310416,2022-07-08 16:22:45.288653,2025-01-10 23:30:44.707326
256,5442,6796,77975,553064895,2022-02-01 19:30:40.615508,2025-01-15 14:52:43.606239
257,5951,3133,82316,281700417,2022-07-21 06:38:31.749072,2025-01-02 09:33:18.486350
258,3184,9349,50876,858924009,2020-06-08 23:45:14.049978,2025-01-29 15:45:59.435294
259,3909,2482,28285,729179303,2020-01-28 00:42:11.292614,2025-01-26 20:49:22.638764
260,3956,5901,68294,674756713,2022-05-20 22:23:35.662929,2025-01-02 16:59:17.135749
261,848,6489,81416,495059523,2020-04-20 18:35:54.664545,2025-02-02 15:12:08.657850
262,536,7173,40535,76814088,2023-01-18 07:54:19.102613,2025-01-30 19:01:01.083659
263,2009,6619,88062,220458835,2023-07-11 06:02:09.326960,2025-01-29 12:50:57.714180
264,6403,6585,99165,29890701,2020-01-02 13:04:59.474833,2025-01-09 13:10:19.226541
265,9186,8171,29509,563221798,2023-07-15 18:46:18.651904,2025-01-29 11:53:28.349559
266,5193,422,87864,594685651,2024-05-22 19:48:51.610706,2025-01-31 07:25:38.991135
267,4522,6463,86685,604097274,2022-04-22 15:56:51.348413,2025-01-30 11:52:50.996670
268,1420,9098,98201,543666231,2024-03-01 21:46:24.661183,2025-01-23 08:21:49.771482
269,9902,9524,4023,141571016,2021-08-15 04:07:45.424314,2025-01-23 00:43:47.715991
270,6896,239,24247,132473826,2022-09-06 18:55:00.069290,2025-01-14 16:59:38.338681
271,5420,3719,72417,285304938,2023-09-24 12:39:05.330574,2025-01-31 12:46:17.896434
272,286,2508,64260,86249446,2021-05-13 19:32:56.157094,2025-01-01 01:46:23.572634
273,6182,8764,45139,245115137,2022-12-12 12:12:00.666605,2025-01-27 01:48:51.996475
274,4312,6951,79359,464674847,2024-10-10 01:19:05.649044,2025-01-25 10:46:58.936751
275,7531,3881,5209,260335847,2020-07-08 18:14:51.680702,2025-02-02 07:26:54.424830
276,7201,1047,83928,694462746,2023-03-30 14:34:55.408916,2025-01-23 12:09:07.295197
277,1503,3182,44984,861042710,2022-06-24 13:55:49.079559,2025-02-02 23:44:51.774451
278,5596,3488,99566,886940729,2020-02-25 15:04:45.908580,2025-01-18 10:11:38.571701
279,7790,4457,32270,104495143,2024-07-13 03:51:34.444045,2025-02-03 08:30:59.868385
280,3862,2506,3579,693382149,2024-10-28 04:06:34.115304,2025-01-29 00:13:17.190738
281,5706,1313,8889,729630545,2022-08-02 20:32:50.158821,2025-01-19 04:43:01.549167
282,8224,5171,44975,730313218,2022-01-03 16:06:55.145160,2025-01-18 05:52:59.037470
283,457,71,64807,672124927,2020-06-12 19:59:39.169607,2025-01-05 01:20:38.088182
284,6019,3184,44000,725804775,2024-04-01 16:55:43.477625,2025-01-05 09:49:39.837060
285,9687,8919,38311,984240983,2021-05-07 03:27:27.768875,2025-02-01 11:30:21.438731
286,1513,5628,75349,147071042,2022-01-08 23:34:38.058068,2025-01-23 03:53:36.384842
287,7628,9171,29092,37962932,2022-03-16 12:40:32.405706,2025-01-26 09:53:18.689923
288,237,9407,70564,430884981,2021-02-26 14:03:00.369407,2025-02-03 01:22:17.768768
289,1955,1685,20965,342708128,2022-04-14 17:10:27.170873,2025-01-21 17:07:55.138572
290,5426,5017,9549,743785597,2021-03-08 10:06:28.743762,2025-01-17 18:17:41.882984
291,2287,6333,75153,235096812,2025-01-12 17:08:26.897478,2025-01-11 09:14:37.837235
292,2093,8557,24239,251180229,2022-08-26 02:38:16.715459,2025-01-31 22:19:52.973861
293,535,9417,50910,10739329,2020-12-01 07:55:32.832267,2025-02-02 01:51:30.191303
294,2398,280,9156,986612649,2024-02-29 08:17:32.573197,2025-01-12 03:06:34.080472
295,3093,9085,9347,711442544,2021-02-18 13:12:50.082914,2025-01-31 09:51:04.082435
296,2004,7684,50141,157492445,2024-07-05 05:15:10.775249,2025-01-29 14:57:11.498984
297,7128,3967,23519,74862430,2022-02-09 03:05:19.054739,2025-01-31 13:03:11.253824
298,6037,2494,69450,170735547,2023-12-16 02:29:45.466580,2025-01-13 02:41:11.019133
